ph,Solids,Turbidity,Potability
5.554436511,31344.46039,2.095914087,0
4.126528715,11215.9459,4.460200984,0
5.970035657,16324.1152,5.428674072,0
,16162.26231,4.600927569,0
8.369154354,12975.90033,3.629749331,0
6.284248242,12206.68121,3.377132289,0
11.26782838,6040.369868,4.153347001,0
9.298018008,13990.5134,3.681324244,0
7.895469246,7769.616119,4.2369473,0
7.947485786,34440.77343,3.70085384,0
10.02615916,14962.17783,4.182277582,0
6.48819324,34864.42789,4.592073571,0
5.869736755,22244.21824,4.689315048,0
,21410.31962,3.659974812,0
5.30414266,25299.51156,4.165723664,0
7.533614823,11642.72754,3.462763987,0
4.077607725,18194.95414,2.758658531,0
,37928.14218,3.87385335,0
7.086168401,4304.492483,3.416539753,0
6.271012171,24846.14187,5.303581361,0
7.957768344,17162.39842,3.450745892,0
8.875642278,28487.7086,4.006991559,0
,18257.56927,4.358298341,0
6.613709118,25648.5695,3.539771111,0
7.735705022,16723.97724,2.148611536,0
9.925041328,10704.60318,4.703803489,0
9.00258311,19523.12486,4.904837415,0
5.095766465,26307.29845,4.35219347,0
8.594677108,23220.12061,4.754072499,0
7.083779061,8580.245561,3.887680685,0
7.682872498,12105.72193,3.778606788,0
,18272.50597,3.313199022,0
6.419772474,30759.68144,3.095233157,0
4.443238899,25008.53225,3.268324836,0
6.978664262,23114.44608,4.766943236,0
6.623613566,17167.3013,2.915165951,0
3.664710562,28102.75663,3.316157657,0
4.814135621,17650.40505,5.190851805,0
5.779673705,24160.35432,4.656377233,0
6.937818783,12626.19792,3.724089564,0
7.436782609,28544.61629,3.727663719,0
4.723312573,22833.19204,3.917586695,0
9.380658051,15156.78983,4.034349047,0
7.810144933,20418.88993,4.033773709,0
9.436637164,20724.93036,4.41111744,0
9.406325753,27948.58945,3.097277957,0
6.321259315,8532.139517,4.501457204,0
,17984.32744,3.605154199,0
4.705356496,19555.76505,3.437450134,0
8.896418988,8870.902966,3.700945733,0
6.581878202,37169.4444,4.201662864,0
6.755145902,18536.69865,5.162729749,0
9.445129838,13168.52916,3.875165247,1
9.024845037,19859.67648,3.985250506,1
,23403.6373,2.747312999,1
6.80011909,39143.40333,3.8549399,1
7.174135163,20401.10246,3.939895657,1
7.657991237,14245.78912,2.437296288,1
8.322986672,28049.64628,4.052135728,1
5.934279093,23249.65383,5.217895024,1
9.802720782,27357.45674,2.764633881,1
6.101955231,15976.92623,3.53559633,1
4.997770601,26849.19474,3.404632906,1
4.815766791,16392.13507,4.375223811,1
6.548020558,25508.38695,3.611860372,1
13.17540172,19237.94968,4.10692449,1
6.618010906,19598.86074,4.437695749,1
7.788054733,29879.06015,3.368757217,1
5.191834327,14866.10386,3.859800939,1
5.626339528,14442.41888,1.943318777,1
6.869638941,21728.8213,4.726702454,1
9.058628424,15737.46894,3.65213447,1
7.291888325,27784.04848,5.328712788,1
7.275908774,22644.76635,5.062297798,1
6.512737124,22475.04687,4.612963629,1
7.207886781,35804.29261,3.762741072,1
,16146.15711,3.772919265,1
5.324941856,35344.65805,4.427137926,1
7.082300649,29846.71906,3.485577388,1
5.33418358,28897.49153,5.091357101,1
10.7618978,25999.95367,4.661798516,1
6.286806948,13777.37619,4.104863275,1
9.794558699,20682.73174,2.945418738,1
8.210443565,13933.08536,4.97605516,1
6.941719438,20111.82126,4.563183171,1
10.35611883,48621.56395,4.201849441,1
7.958984292,23625.81389,4.698007916,1
3.882631081,7751.809491,3.734001387,1
5.671773833,15949.15318,3.833159746,1
10.00330054,46113.95749,4.746381859,1
6.552847474,34006.42073,4.687986155,1
7.628552723,26244.03691,4.182057148,1
4.79084054,17862.369,3.258858945,1
7.710959939,6552.626314,4.28894682,1
8.291299006,20008.13496,3.424701921,1
6.193170101,12883.7265,3.466645288,1
9.032660579,15618.17025,4.927218272,1
6.139493741,8081.466471,3.260906853,1
7.12942473,25840.57889,3.418610803,1
,21948.32536,4.109590274,1
5.418503763,35902.71568,4.506539591,1
8.075494508,29483.60185,3.682919645,1
,22511.69262,4.081701398,1
10.04967372,11557.03204,5.133477823,1
5.667650647,16953.89874,3.633213756,1
,27776.18026,3.807920062,1
8.923980608,27919.77067,4.15558319,1
6.428866313,15596.47333,4.184783372,1
6.960603502,11348.676,4.978820188,1
5.873675846,19216.68309,5.412090885,1
6.79546901,15300.83867,5.163088154,1
10.04102797,16266.43445,3.807562606,1
,44506.44156,4.124780678,1
7.296037734,36043.70664,4.168526118,1
,29299.12335,3.497577391,1
5.862641233,44069.27216,5.50742094,1
7.292141805,33991.65157,4.466912564,1
8.062805643,11567.88784,4.471842,1
7.82197094,23318.18798,3.532958335,1
11.301794,39227.61946,3.309580397,1
6.593764313,25589.61059,2.346578095,1
9.161088613,26618.05964,4.888061137,1
,14507.01781,5.922581692,1
4.642953052,16115.92986,3.982867293,1
7.798453676,32704.56929,4.107267203,1
5.564342491,11245.73577,2.285987849,1
7.886591227,38852.02964,4.589983508,1
7.443189014,13551.95334,2.664832796,1
3.657123133,23736.81626,3.31462973,1
9.597191857,21153.32283,5.145152871,1
6.964225943,29957.19122,3.990437572,1
7.672909523,22989.35118,4.268227482,1
6.737004072,24694.74421,4.063170289,1
,18570.28534,4.135745329,1
5.382489039,18189.39498,4.173330283,1
7.022952113,15978.35525,4.971907099,1
,27355.93431,2.969136099,1
10.02622381,25510.0973,3.736228471,1
5.583832998,35278.68174,3.870156921,1
7.952929116,18621.42492,5.260014766,1
5.500186641,21082.85204,4.178478951,1
7.543700466,19116.01208,3.630536578,1
6.848331559,12837.50606,4.396604556,1
,30280.78859,3.779554492,1
5.910251729,15244.84639,3.660922908,1
8.716820334,11734.44886,3.205128767,1
6.016889136,16656.06267,4.422269233,1
9.567822726,38787.46271,4.197919055,1
4.296247024,19672.48721,4.163328982,1
3.551579177,38969.38899,3.96599397,1
8.529669348,18203.73003,3.776040837,1
8.065339036,21366.2836,3.756391707,1
9.158445163,15797.0304,4.525236731,1
8.848586283,32033.33202,4.014681858,1
9.495456382,18088.35485,4.168541279,1
8.052893916,9025.07936,3.634844542,1
2.798549099,26931.24348,3.663252222,1
6.425873866,11965.39651,3.731936503,1
7.757269666,25259.78055,4.165432286,1
7.748654706,29331.23663,2.511810493,1
5.117390303,30914.11158,3.937188442,1
7.481535362,12088.41645,4.262065437,1
5.374222585,19410.23376,3.642778438,1
7.063646976,17941.81126,3.39586624,1
6.876451043,21979.03167,4.545340927,1
4.812433652,11465.57564,3.0209959,1
4.993530734,13900.77927,3.153809337,1
4.788861062,28174.62052,2.896852186,1
4.037287739,52318.9173,3.04504857,1
6.505872509,29534.69029,4.497528597,1
6.779773967,24415.07056,2.729104523,1
6.952511674,33737.28852,4.105495485,1
5.628406919,28334.49194,5.050683115,1
5.966000489,17350.05853,4.177139266,1
6.319431545,36278.71831,2.653126688,1
8.02724787,7714.746969,3.480640837,1
8.882684452,4857.253807,3.827920867,1
5.991283475,29983.11601,4.840562301,1
10.27244427,18894.85239,3.179884727,1
,21626.49759,4.728123985,1
6.105140135,45249.44903,3.103089844,1
9.443358884,20438.22469,3.486646409,1
6.887414371,29189.13672,4.564188355,1
6.512900833,25151.41157,4.404040365,1
5.772718095,26124.93141,6.494249467,1
4.912557262,44063.09842,4.897372508,1
9.739561949,13623.16006,2.568079877,1
5.541979019,20143.06526,3.672975983,1
,42268.3343,3.601735481,1
,16263.16747,3.451740047,1
6.448931033,13979.16572,3.622195522,1
5.477912295,27361.65907,3.774256121,1
8.544708662,31429.37903,2.31815248,1
7.378597016,9460.322635,3.215219463,1
6.66400305,15902.94528,2.227727884,1
6.775582812,17968.88278,4.333636278,1
8.736371211,24283.65879,3.802116117,1
7.146976296,16911.20377,4.025762216,1
,9654.733681,5.652222113,1
5.040331692,25653.69023,3.603325615,1
,21707.49226,4.003819012,1
7.745499128,14336.62752,4.043334781,1
6.259651603,37356.7464,4.213405262,1
8.59639118,14518.9745,3.519884366,1
5.767349597,15417.93283,3.896090487,1
7.088940642,13839.71343,5.661104287,1
8.029181613,19663.46943,4.388551012,1
,46931.88429,4.120931424,1
4.725785565,20834.29428,3.15633142,1
8.19576536,10389.54254,3.218709224,1
6.443753668,25740.41259,4.498684931,1
7.039094321,28827.36019,4.366031351,1
,27345.17429,4.407566169,0
,14971.94903,5.110414149,0
6.945224092,36438.31088,4.823082014,0
5.742110407,26831.61041,3.323069564,0
5.59662785,17925.35212,5.235111121,0
7.350378987,26736.08557,3.663922184,0
6.262798867,31414.52581,4.012517558,0
9.927023723,19666.99279,4.051733473,0
5.381407519,15371.99994,4.364066935,0
4.961352728,22229.23009,3.902837834,0
6.457097525,18340.04681,2.637364885,0
6.53936951,21230.43141,4.527364378,0
6.252410005,23920.25478,2.722908161,0
7.967344823,19384.03743,4.069358772,0
,37030.70812,4.825792283,0
7.60952119,40879.78957,3.145842903,0
6.887863944,19947.92418,5.454487652,0
9.879071258,14673.67067,4.218831154,0
7.63876177,18308.50267,4.496626599,0
6.961891686,31101.68428,3.44672846,0
8.060609624,15489.32566,3.60090567,0
7.240271791,23432.96269,3.832597167,0
7.486779709,25396.01178,5.048833995,0
8.410460643,27554.34526,2.977359946,0
6.143921454,29072.16965,3.476213304,0
6.09617989,16314.23338,5.142471132,0
6.384824009,39960.29895,4.144998518,0
9.462666017,12224.6246,2.850183766,0
7.868147086,20434.10574,4.315898406,0
5.873157137,21910.76357,5.120887965,0
,26004.52888,5.14411422,0
6.529304448,28970.08761,3.361088407,0
5.152203722,27000.10688,4.689842818,0
7.858662779,26703.85347,3.422470521,0
7.704410252,22057.37916,3.031364369,0
6.728004386,22888.78806,4.410697353,0
10.46450248,6700.775054,4.956358408,0
9.11278625,20868.62798,4.567087634,0
8.079808358,12677.8415,3.611057441,0
7.078659419,26177.78951,3.696640141,0
,2912.211247,4.093097749,0
8.043889299,8896.195118,3.15994937,0
7.040244978,20988.42941,3.993409764,0
5.483974109,21144.97526,4.063613621,0
8.53440688,22372.30327,2.544733701,0
7.266594535,14859.05966,3.357439471,0
6.256651148,16905.80152,4.181050753,0
7.240351006,14462.67431,3.7829719,0
8.692115322,2552.962804,2.283475159,0
8.639540978,7013.211787,4.192932215,0
7.179864149,10859.55375,3.878447314,0
7.163999223,34226.07213,3.354322267,0
8.926113143,15249.62024,2.752134121,0
6.353110302,18409.03732,2.856175487,0
6.681553568,26132.21181,2.956748075,0
5.445325981,28001.11818,3.946989523,0
7.539881893,21575.24522,4.53159367,0
,15335.51143,4.482459764,0
4.37047658,29542.33817,4.649382034,0
10.31640038,10676.50848,3.407349428,0
6.599593819,21078.88717,4.702310753,0
4.197583589,31292.1277,5.206480177,0
7.920794564,13454.63478,3.374326523,0
6.330732765,18397.19941,3.940000423,0
,23433.90177,5.128346524,0
7.76414261,25926.07564,4.105178268,0
8.237142634,20015.39811,4.939109441,0
5.679234115,35643.18121,2.339572736,0
7.417570368,23207.09284,4.671557881,0
4.775983439,19185.79188,4.382161619,0
7.86509497,14310.6233,4.795025555,0
5.903465715,25394.10472,4.587086719,0
7.705711006,18476.61917,3.861956077,0
7.815121778,20229.10815,3.096163272,0
6.139743032,23894.13601,3.841221574,0
5.041405028,17342.31408,4.543685761,0
8.675192692,15049.5842,4.97857536,0
7.689358004,30253.8511,4.978556095,0
8.570129121,9782.344284,4.604404561,0
5.671762326,17527.71673,3.268693507,0
6.624806428,21443.26475,2.840910756,0
6.541007699,29616.49287,2.355934229,0
,18408.29497,6.739,0
9.241197563,21610.5813,5.265728858,0
,21318.96169,4.514981624,0
6.340809022,15288.21377,5.45860969,0
5.980357227,11826.29428,4.247240149,0
7.60597883,10930.05567,3.242849929,0
6.427512443,25993.71141,6.032994877,0
,17909.36578,3.888235227,0
6.109073312,26853.94949,4.881101138,0
5.842933081,19156.12313,4.143224936,0
5.36754649,29009.01082,4.267189591,0
5.345887147,22274.36837,2.950360943,0
5.386307352,40149.31656,3.662563465,0
9.919478426,16544.27559,4.11748804,0
,42061.3228,4.328026357,0
7.121458435,20574.36426,3.774600526,0
9.418296122,8777.686784,4.604633154,0
7.457164758,31085.08343,4.106543052,0
5.27222756,42210.88524,5.068556189,0
7.29195704,21891.67716,4.237643894,0
7.803833221,37376.79299,2.907387267,0
6.844350911,23608.86224,2.877062813,0
5.608745232,19835.98077,4.644211645,0
5.701154645,41411.60171,3.403136416,0
5.412762498,45510.58432,4.091205593,0
,17264.84092,3.912148351,0
5.018132384,29072.03812,4.286478967,0
4.552238411,25969.21512,3.932804334,0
,21417.59361,4.613578722,0
7.025305942,23502.8578,5.989542791,0
5.770620969,16173.72709,4.240821478,0
8.437875983,12856.92869,3.815468994,0
5.907078269,41839.45645,4.296479909,0
6.89834133,19024.48553,5.371284156,0
10.25273437,9651.874826,3.290372492,0
8.206499938,18949.97554,4.22512093,0
7.286167388,30879.02668,4.686019916,0
8.809296432,18140.59427,3.87905374,0
6.641500687,27867.48676,4.694311216,0
6.145148361,39657.27211,4.600885755,0
5.906441765,27296.29404,4.807495942,0
5.38984593,19646.23342,3.577674921,0
5.006562979,27218.82198,3.665205612,0
6.5036382,15000.18777,4.963184434,0
9.606858896,18907.64284,4.405351952,0
8.742229882,9694.354896,2.842393186,0
8.394397412,10603.09802,2.83390143,0
,12556.75405,3.257744181,0
3.841205038,19988.64926,3.635634543,0
4.301373467,26640.07219,3.067626699,0
9.895889213,13189.51938,3.813428659,0
4.319440673,30565.57839,3.241972101,0
8.313773604,11310.95831,4.290071516,0
,4784.967879,2.380084227,0
3.410359671,49074.73041,3.721765769,0
7.510943342,17100.88743,3.342409054,0
6.978290868,26189.64706,4.931878079,0
,15908.56187,4.380978304,0
7.46072722,25222.956,3.949014618,0
,18327.43843,4.54358117,0
7.220165553,15658.08628,4.398685036,0
8.790851189,7850.641892,3.480271755,0
,26486.18144,4.148611317,0
,29433.42378,5.77661102,0
9.049166054,4343.356611,2.814000683,0
9.515140615,9082.816175,3.812887661,0
6.14524294,20417.26442,4.09093992,0
7.494212047,29252.50111,5.492704955,0
7.091885817,29091.2071,5.116406585,0
6.624572528,14877.28974,4.333720849,0
6.032188903,32882.15594,3.423831621,0
6.344095425,14973.29736,3.843484016,0
,27382.76933,4.10343896,0
7.459144859,19436.50354,3.841052038,0
6.361666803,25833.85171,3.681765114,0
9.011588754,25208.15184,2.897292531,0
7.466213132,18261.69494,2.081845657,0
5.739816333,15825.44032,2.722571208,0
7.785106673,13404.25433,4.904613044,0
7.138586781,9727.65317,3.272429761,0
8.805177745,4728.650671,5.176205069,0
8.003031485,15007.27268,3.137551206,0
7.157337864,23718.55201,5.183622115,0
6.427365144,20920.25156,3.568823153,0
6.124672271,27951.61307,3.631006709,0
8.457901037,16061.5901,4.914276095,0
5.772197394,27840.69421,3.078985839,0
,11562.43551,4.589161805,0
6.760790523,19089.94856,4.905490433,0
7.895045662,10465.2616,3.084431233,0
8.576739928,24897.2866,3.916114733,0
5.596729818,44652.36387,3.826158191,0
8.145632374,31350.27577,4.307547519,0
6.665495068,25319.91387,3.928495392,0
6.499067998,23734.84621,4.355880125,0
9.735889388,10897.15029,5.573210319,0
9.268281895,14333.53802,5.255703382,0
,17705.60862,3.9991255,0
10.0596421,5232.913254,3.81878876,0
6.475885399,16532.82882,4.306112971,0
6.096128348,16932.5771,2.956447478,0
6.297845634,21022.83503,1.680554025,0
5.284096687,26532.73725,4.800963142,0
8.26994471,11889.21775,3.076479932,0
6.03956779,39489.00974,4.206835504,0
6.243279004,19605.02957,3.472839213,0
8.214099764,12819.87544,3.38186391,0
,39742.97033,3.916745527,0
,27071.11862,4.284878629,0
,28135.07684,3.569570266,0
9.836030547,16103.36055,4.219118008,0
8.719764332,30681.12026,2.887725422,0
7.009601694,18628.69683,3.121944851,0
6.492638846,14625.56136,4.667770161,0
7.814524321,17516.69936,2.901699556,0
9.652562935,8508.15373,3.192569799,0
8.00754122,8864.68648,5.25017306,0
,17561.27284,3.716659341,0
,33798.10896,3.845127166,0
7.386837696,29122.697,4.816705216,0
5.497580321,29493.42297,5.060114929,0
6.057828114,44868.45837,3.292249267,0
,23879.22676,4.235174415,0
6.268953337,24769.51139,4.674495973,0
,20661.41106,4.969149725,0
6.284984822,29213.62039,5.703287743,0
9.043095632,8273.591971,4.008499341,0
8.523062079,24207.29803,5.112376365,0
,19998.85902,4.183319911,0
,30630.75994,2.913048443,0
4.02905271,42327.16802,4.179656267,0
6.412707042,32333.84154,5.014144884,0
6.27629499,28653.47234,4.342759277,0
7.648877928,22510.97507,4.953533863,0
5.548181849,39997.7837,3.945460484,0
,17870.31525,2.604959925,0
7.468617019,36701.97435,3.384178841,0
,21051.36538,3.764703594,0
7.918150471,23823.49289,4.028958007,0
,10830.80125,4.266775395,0
,14579.82207,4.161749271,0
5.433242117,31157.11017,3.675717673,0
8.33951161,21295.74988,4.827704247,0
6.715719088,19966.7447,2.443008006,0
6.09801209,39352.77584,4.590616741,0
6.576845323,12772.09575,3.771313518,0
4.68109876,38748.41135,4.125750333,0
8.15121531,13699.68071,3.523980506,0
,13584.49034,2.364558912,0
,27319.56903,5.666547311,0
5.669689566,20081.53795,3.592133424,0
6.6249436,16360.5663,3.546696372,0
8.273643584,11120.70105,3.331583735,0
,25717.93618,4.306218231,0
,11954.70073,3.282061393,0
10.50966863,16786.92541,3.505078834,0
5.171434094,44612.75136,2.949431503,0
6.9641983,27408.49933,2.395683182,0
6.548796521,13584.90025,4.197305125,0
6.555439264,15405.49648,3.79204017,0
9.042582866,14149.49983,4.34844014,0
5.970578908,19952.30947,5.013281168,0
6.273805782,15130.15437,4.510405324,0
6.604007989,23564.57966,4.458966913,0
7.14394199,11553.03928,3.792840307,0
8.11644657,23985.86442,2.934697437,0
7.66518778,22993.72935,2.707129162,0
5.555352973,20503.43005,4.536145914,0
7.543931305,24227.96114,3.703191306,1
,11724.62332,3.56139783,1
7.340170884,12810.42316,3.919139533,1
10.01518906,9064.035831,3.846547549,1
,19037.46264,2.72365054,1
7.846463341,6670.659354,3.885623898,1
,52060.2268,2.000757032,1
6.334162776,23460.82138,4.038829793,1
9.616095703,12538.97403,2.946643668,1
,29496.91016,2.475284464,1
8.892998479,22960.18064,3.619132805,1
,14563.68265,3.957011709,1
8.1414299,15494.35984,4.350921901,1
8.165714933,16925.0123,3.92011648,1
4.931958445,31155.54022,5.045982883,1
8.977821883,20225.64292,3.199999614,1
7.372611796,17606.88569,3.182521119,1
9.107330383,24678.32929,4.492139949,1
4.168248461,23863.71686,2.804525051,1
7.806909023,21299.31866,5.127910988,1
6.704635426,9727.761716,3.42217862,1
3.623165848,26738.52536,5.370205549,1
7.966856824,21440.73885,5.115430914,1
4.595607756,13891.03853,3.978919807,1
,12874.44464,4.058942266,1
3.994497606,18682.27714,3.379147351,1
8.907987118,33653.76196,4.641258532,1
5.898726325,21148.2419,4.899815187,1
9.514626622,16553.56244,2.64503637,1
8.842463656,7839.31876,4.576728706,1
7.721078494,17248.61874,3.22395109,1
9.089421098,32238.07778,4.430116016,1
1.757037115,41538.24273,2.96755413,1
7.725192099,20461.75904,4.163325537,1
6.729191489,31991.95875,5.112254251,1
5.085429353,33455.24099,3.96173067,1
9.545270521,25189.83062,4.983903465,1
,20049.2421,3.693510936,1
6.246264054,26408.88177,5.044454778,1
7.376449105,37191.11414,5.767354666,1
7.802426084,14382.90216,4.363529881,1
8.596767212,15173.47115,3.238692933,1
6.436444496,19579.38955,3.415851385,1
7.333477726,16066.55212,4.772662701,1
6.144759038,19981.31519,3.082080496,1
4.725997721,34265.83058,3.644606541,1
5.393345914,28099.03873,4.633854752,1
5.624819996,9028.760345,4.355489162,1
5.768868031,31155.98882,3.092626379,1
,17749.29866,2.775635434,1
5.251353815,34768.93342,4.072252323,1
7.688785916,29568.53585,3.918673156,1
3.681076271,26726.77111,3.893070403,1
4.897691707,14676.71627,3.894464333,1
5.842754601,13969.26156,4.490392564,1
,14472.39155,4.41481891,1
5.038316783,25866.10395,3.913695776,1
9.961247709,11939.76986,3.246583097,1
7.417502637,24389.36289,3.391240667,1
,37795.76332,4.441979836,1
5.099932005,21807.40013,5.159301249,1
3.633162829,28584.17581,3.349571655,1
8.860450854,24085.11214,4.677713327,1
10.13793229,15088.82765,3.872018159,1
9.90081484,16233.13468,2.39500211,1
10.2684305,13753.99337,4.304689262,1
